Age,Work_class,Education,Experience,Marital_status,Occupation,Relationship,Race,Gender,Hours_per_week,High_Income
27, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40,0
32, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,40,0
66, Self-emp-inc, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0
37, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,75,0
34, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,30,0
90, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40,0
23, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,40,0
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40,0
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,1
24, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,37,0
28, Private, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,55,0
23, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40,0
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,50,0
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40,1
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,1
52, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,55,1
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40,0
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40,0
30, Self-emp-not-inc, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,75,0
41, Private, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Female,40,0
49, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,47,1
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35,0
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
54, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,32,0
34, Private, Assoc-acdm,12, Separated, Other-service, Unmarried, White, Female,40,0
49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,80,1
38, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,40,0
35, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,80,1
